name,author,narrator,time,releasedate,language,stars,price
Junie B. Jones #27: Dumb Bunny,Writtenby:BarbaraPark,Narratedby:LanaQuintal,1 hr and 18 mins,08-02-07,English,Not rated yet,301.00
11 Birthdays,Writtenby:WendyMass,Narratedby:KathleenMcInerney,5 hrs and 48 mins,01-02-10,English,5 out of 5 stars1 rating,609.00
Poesie di Natale [Christmas Poems],"Writtenby:ClementC.Moore,HenryW.Longfellow,MargaretEvansPrice,","Narratedby:IreneMonticelli,AdamFailla,MinaBertolotto,",27 mins,10-12-14,italian,Not rated yet,45.00
Finally,Writtenby:WendyMass,Narratedby:KathleenMcInerney,7 hrs and 20 mins,01-07-11,English,4 out of 5 stars2 ratings,609.00
Mr. Putter and Tabby Make a Wish,Writtenby:CynthiaRylant,Narratedby:JohnMcDonough,10 mins,04-02-09,English,Not rated yet,369.00
Zen Ghosts,Writtenby:JonJ.Muth,Narratedby:DavidPittu,9 mins,28-03-12,English,5 out of 5 stars1 rating,234.00
The Gift of the Magi,Writtenby:O.Henry,Narratedby:CindyHardinKillavey,14 mins,15-06-07,English,Not rated yet,65.00
Valentine's Day Is...,Writtenby:GailGibbons,Narratedby:QarieMarshall,7 mins,04-02-16,English,Not rated yet,234.00
A Katie Kazoo Christmas,Writtenby:NancyKrulik,Narratedby:LaurenDavis,3 hrs and 16 mins,13-03-18,English,Not rated yet,402.00
The Christmas Tree and the Wedding,Writtenby:FyodorDostoevsky,Narratedby:DeaverBrown,21 mins,02-06-11,English,Not rated yet,47.00
Rechenka's Eggs,Writtenby:PatriciaPolacco,Narratedby:SuzanneToren,9 mins,25-09-18,English,Not rated yet,251.00
"Junie B., First Grader: Turkeys We Have Loved and Eaten (and Other Thankful Stuff)",Writtenby:BarbaraPark,Narratedby:LanaQuintal,1 hr and 33 mins,07-08-12,English,Not rated yet,301.00
The Valentine's Day Robbery,Writtenby:JohnR.Erickson,Narratedby:JohnR.Erickson,1 hr and 18 mins,20-06-11,English,Not rated yet,305.00
Winterfrost,Writtenby:MichelleHouts,Narratedby:AmyMcFadden,4 hrs and 45 mins,14-10-14,English,Not rated yet,586.00
Hop: The Chapter Book,Writtenby:AnnieAuerbach,Narratedby:JoshuaSwanson,1 hr and 5 mins,15-02-11,English,Not rated yet,500.00
The Christmas Turkey Disaster,Writtenby:JohnR.Erickson,Narratedby:JohnR.Erickson,2 hrs and 27 mins,16-10-15,English,Not rated yet,469.00
Gobbolino the Witch's Cat,Writtenby:UrsulaMorayWilliams,Narratedby:JillyBond,3 hrs and 22 mins,19-02-16,English,Not rated yet,664.00
The Christmas Doll,Writtenby:ElviraWoodruff,Narratedby:BernadetteDunn,3 hrs and 7 mins,06-01-05,English,Not rated yet,468.00
Groundhog's Day Off,Writtenby:RobbPearlman,Narratedby:JohnnyHeller,5 mins,08-12-15,English,Not rated yet,63.00
"SpongeBob Squarepants, Book 4",Writtenby:TerryCollins,Narratedby:Mr.Lawrence,38 mins,28-12-08,English,Not rated yet,301.00
"Go to Sleep, Groundhog!",Writtenby:JudyCox,Narratedby:SusieBerneis,6 mins,13-01-15,English,Not rated yet,234.00
A Child's Christmas in Wales (from the Naxos Audiobook 'A Family Christmas'),Writtenby:DylanThomas,Narratedby:PhilipMadoc,12 mins,21-11-07,English,Not rated yet,35.00
Toot & Puddle: A Present for Toot,Writtenby:HollyHobbie,Narratedby:NickSullivan,8 mins,10-07-12,English,Not rated yet,500.00
Junie B. Jones Is (Almost) a Flower Girl,Writtenby:BarbaraPark,Narratedby:LanaQuintal,45 mins,14-02-07,English,Not rated yet,301.00
February Friend,Writtenby:RonRoy,Narratedby:JimMeskimen,46 mins,22-03-11,English,Not rated yet,402.00
"Click, Clack, Boo!",Writtenby:DoreenCronin,Narratedby:MauriceEngland,4 mins,28-07-15,English,Not rated yet,234.00
Glitter Girls and the Great Fake-Out,Writtenby:MegCabot,Narratedby:TaraSands,3 hrs and 43 mins,01-03-10,English,Not rated yet,468.00
Junie B. Jones and the Mushy Gushy Valentine,Writtenby:BarbaraPark,Narratedby:LanaQuintal,43 mins,14-02-07,English,Not rated yet,301.00
December Dog,Writtenby:RonRoy,Narratedby:JimMeskimen,48 mins,23-09-14,English,Not rated yet,402.00
Ereth's Birthday,Writtenby:Avi,Narratedby:JohnMcDonough,4 hrs and 25 mins,05-02-13,English,Not rated yet,586.00
A Christmas Carol,Writtenby:CharlesDickens,Narratedby:RobGoll,3 hrs and 12 mins,08-12-17,English,Not rated yet,501.00
The Poet's Dog,Writtenby:PatriciaMacLachlan,Narratedby:MichaelCurran-Dorsano,53 mins,04-01-18,English,5 out of 5 stars1 rating,197.00
There Was an Old Lady Who Swallowed a Chick!,Writtenby:LucilleColandro,Narratedby:SkipHinnant,4 mins,01-01-11,English,5 out of 5 stars1 rating,234.00
The Life and Adventures of Santa Claus,Writtenby:L.FrankBaum,Narratedby:JohnnyHeller,3 hrs and 16 mins,05-12-17,English,Not rated yet,164.00
The Night Before Christmas,Writtenby:ClementC.Moore,Narratedby:MerylStreep,21 mins,07-09-16,English,Not rated yet,132.00
The Birds' Christmas Carol,Writtenby:KateDouglasWiggin,Narratedby:MarnyeYoung,1 hr and 19 mins,30-10-17,English,Not rated yet,286.00
A Christmas Carol,Writtenby:CharlesDickens,Narratedby:C.C.Hogan,3 hrs and 24 mins,27-10-17,English,Not rated yet,501.00
One Christmas Wish,Writtenby:KatherineRundell,Narratedby:JamieParker,34 mins,05-10-17,English,Not rated yet,303.00
Top Elf,Writtenby:CalebZaneHuett,Narratedby:KirbyHeyborne,8 hrs and 35 mins,26-09-17,English,Not rated yet,"1,172.00"
El cumpleaños de Pupi [Pupi's Birthday],Writtenby:MaríaMenéndezPonte,Narratedby:MarthaJanethLemus,10 mins,02-05-16,spanish,Not rated yet,153.00
It's Chinese New Year!,Writtenby:RichardSebra,Narratedby:Intuitive,1 min,03-05-17,English,Not rated yet,164.00
A Watermelon in the Sukkah,"Writtenby:SylviaA.Rouss,ShannanRouss",Narratedby:Intuitive,3 mins,28-04-17,English,Not rated yet,164.00
It's Thanksgiving!,Writtenby:TessaKenan,Narratedby:Intuitive,1 min,04-05-17,English,Not rated yet,164.00
It's Hanukkah!,Writtenby:RichardSebra,Narratedby:Intuitive,1 min,01-05-17,English,Not rated yet,164.00
The Patchwork Torah,Writtenby:AllisonMaileOfanansky,Narratedby:BookBuddyDigitalMedia,8 mins,24-04-17,English,Not rated yet,164.00
Rise & Shine,Writtenby:KarenOstrove,Narratedby:Intuitive,3 mins,10-05-17,English,Not rated yet,164.00
It's Christmas!,Writtenby:RichardSebra,Narratedby:Intuitive,1 min,03-05-17,English,Not rated yet,164.00
ABC Hanukkah Hunt,Writtenby:TildaBalsley,Narratedby:Intuitive,2 mins,10-05-17,English,Not rated yet,164.00
It's Ramadan and Eid al-Fitr!,Writtenby:RichardSebra,Narratedby:Intuitive,2 mins,05-05-17,English,Not rated yet,164.00
Harvest of Light,Writtenby:AllisonMaileOfanansky,Narratedby:Intuitive,7 mins,27-04-17,English,Not rated yet,164.00
Don't Sneeze at the Wedding,Writtenby:PamelaMayer,Narratedby:Intuitive,5 mins,20-04-17,English,Not rated yet,164.00
La tormenta de Nochebuena [Storm Eve],Writtenby:AndreaVlahakis,Narratedby:AzildeWorley,6 mins,19-11-15,spanish,Not rated yet,23.00
Stick and Stone,Writtenby:BethFerry,Narratedby:MaxwellGlick,5 mins,05-04-17,English,Not rated yet,33.00
Christmas in Camelot,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,1 hr and 22 mins,06-12-06,English,Not rated yet,402.00
Abe Lincoln at Last!,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,1 hr and 28 mins,27-12-11,English,Not rated yet,402.00
The Gift of the Magi,Writtenby:O.Henry,Narratedby:JaneAlexander,13 mins,22-12-00,English,Not rated yet,82.00
A Christmas Carol [Random House Version],Writtenby:CharlesDickens,Narratedby:JohnGielgud,1 hr and 10 mins,15-12-00,English,Not rated yet,208.00
Henry and Mudge and the Best Day of All,Writtenby:CynthiaRylant,Narratedby:GeorgeGuidall,7 mins,19-06-09,English,Not rated yet,187.00
A Christmas Carol: A Ghost Story of Christmas,Writtenby:CharlesDickens,Narratedby:JackChekijian,3 hrs and 50 mins,19-12-16,English,Not rated yet,501.00
Ms. Coco Is Loco,Writtenby:DanGutman,Narratedby:JaredGoldsmith,57 mins,17-11-14,English,Not rated yet,305.00
Groundhog Day!,Writtenby:GailGibbons,Narratedby:QarieMarshall,10 mins,30-12-16,English,Not rated yet,234.00
A Christmas Carol,Writtenby:CharlesDickens,"Narratedby:HeatherWood,L.J.Stevens,KirkDiedrich,",3 hrs and 1 min,12-01-13,English,Not rated yet,501.00
The Miracle Man,Writtenby:JohnHendrix,Narratedby:JorjeanaMarie,16 mins,09-02-17,English,Not rated yet,234.00
Il pagliaccio nasorosso,Writtenby:AngelaVadacchino,Narratedby:LorenzoVisi,11 mins,27-12-17,italian,Not rated yet,75.00
La storia della Befana,Writtenby:NadiaCavallo,Narratedby:MariangelaMoccia,16 mins,17-10-17,italian,Not rated yet,113.00
"È Natale, Stilton!",Writtenby:GeronimoStilton,Narratedby:GeronimoStilton,51 mins,25-12-17,italian,Not rated yet,190.00
Benvenuti a Rocca Taccagna,Writtenby:GeronimoStilton,Narratedby:GeronimoStilton,47 mins,26-04-17,italian,Not rated yet,190.00
Mortina. Una storia che ti farà morire dal ridere,Writtenby:BarbaraCantini,Narratedby:CarlottaMichelato,15 mins,31-10-18,italian,Not rated yet,267.00
L'abete,Writtenby:HansChristianAndersen,Narratedby:FrancescaDiModugno,18 mins,06-04-19,italian,Not rated yet,113.00
Weihnachten für Daniel - Der Fremde,Writtenby:Eva-MariaLangenberg,"Narratedby:JeskoDöring,FlorianMikorey",1 hr and 50 mins,20-12-19,german,Not rated yet,99.00
Wohl zu der halben Nacht,Writtenby:Eva-MariaLangenberg,Narratedby:KatrinTrostmann,3 hrs and 16 mins,16-04-20,german,Not rated yet,233.00
Huddinge-Hanna och julen,Writtenby:TomasLagermandLundme,Narratedby:LisaCarlehed,51 mins,26-02-20,swedish,Not rated yet,65.00
Huddinge-Hanna och julen,Writtenby:TomasLagermandLundme,Narratedby:LisaCarlehed,45 mins,13-03-20,swedish,Not rated yet,65.00
Cuento de Navidad,Writtenby:CharlesDickens,Narratedby:Variosnarradores,1 hr and 39 mins,17-08-20,spanish,Not rated yet,153.00
En fluga i taket,Writtenby:UllaLundqvist,Narratedby:KimRhedinHüttner,37 mins,22-07-19,swedish,Not rated yet,32.00
Östen - hundar och halstabletter,Writtenby:SannaLarén,Narratedby:HansBergqvist,28 mins,22-07-19,swedish,Not rated yet,32.00
Der kleine Brüllbär feiert Weihnachten,Writtenby:IngridUebe,Narratedby:Ernst-AugustSchepmann,43 mins,11-01-19,german,Not rated yet,99.00
Spooky Spooky Scary Night,Writtenby:AngelikaKirschbaum,Narratedby:AngelikaKirschbaum,9 mins,27-11-12,English,Not rated yet,200.00
Freunde sind das schönste Geschenk,Writtenby:ThomasSpringer,Narratedby:TetjeMierendorf,21 mins,13-12-19,german,Not rated yet,233.00
Die biblische Weihnachtsgeschichte,"Writtenby:JosephvonEichendorff,TheodorStorm",Narratedby:MatthiasErnstHolzmann,38 mins,23-11-15,german,Not rated yet,300.00
Knuddel - Murxmiesers Geschenkmaschine,Writtenby:GiselaZimber,Narratedby:NorbertScheumann,1 hr and 19 mins,20-01-17,german,Not rated yet,200.00
Weihnachtserzählungen,Writtenby:HansPille,Narratedby:Hans-PeterBögel,37 mins,05-11-14,german,Not rated yet,133.00
Weihnachtsgeschichten aus Mausopotamien,Writtenby:SusannevonLoessl,Narratedby:SusannevonLoessl,47 mins,23-12-16,german,Not rated yet,166.00
Die Weihnachtsmann-Verschwörung,Writtenby:ChristianTielmann,Narratedby:UtaDänekamp,2 hrs and 54 mins,18-10-16,german,Not rated yet,334.00
Die Weihnachtsgans Auguste,Writtenby:FriedrichWolf,Narratedby:DieterMann,1 hr and 17 mins,18-09-15,german,Not rated yet,233.00
"Bleib bei uns, lieber Weihnachtsmann",Writtenby:AchimBröger,"Narratedby:JanaCatharinaSchmidt,JakobSeidel",1 hr and 14 mins,20-10-16,german,Not rated yet,233.00
Weihnachtsmärchen und Sagen,Writtenby:ChristineGiersberg,Narratedby:ReinhardKuhnert,1 hr and 34 mins,04-12-15,german,Not rated yet,267.00
Die Osterhasenballade,Writtenby:Karl-HeinzGies,"Narratedby:GislindNoebel,FriedrichvonBülow,KurtEbbinghaus",27 mins,20-11-12,german,Not rated yet,133.00
Weihnachtsfest,Writtenby:div.,"Narratedby:AnnaThalbach,ChristianBerkel",1 hr and 4 mins,28-01-14,german,Not rated yet,334.00
Die Weihnachtsgeschichten Box,"Writtenby:BenBecker,LilithMariaDörtheBecker,VickyLeandors","Narratedby:BenBecker,LilithMariaDörtheBecker,VickyLeandors",2 hrs and 53 mins,19-12-13,german,Not rated yet,367.00
Sterntaler Weihnachtslieder und Märchen 2,Writtenby:div.,"Narratedby:JürgenFritsche,SvenGörtz",1 hr and 8 mins,14-01-11,german,Not rated yet,233.00
Weihnachten mit Thomas Müller / Thomas Müller und der Zirkusbär,Writtenby:KarenDuve,Narratedby:CharlyHübner,1 hr and 6 mins,13-10-16,german,Not rated yet,300.00
Ein Weihnachtslied in Prosa,Writtenby:CharlesDickens,Narratedby:StefanWigger,3 hrs and 5 mins,13-10-16,german,Not rated yet,233.00
Der Engel mit der Pudelmütze,Writtenby:OtfriedPreußler,Narratedby:EvaMattes,2 hrs and 2 mins,03-09-20,german,Not rated yet,300.00
Alle Jahre wieder,Writtenby:JuliZeh,Narratedby:JuliaNachtmann,47 mins,01-10-20,german,Not rated yet,233.00
Connis großer Adventskalender,Writtenby:KarolineSander,Narratedby:MiaDiekow,2 hrs and 33 mins,01-10-20,german,Not rated yet,233.00
Die verlorene Weihnachtspost,Writtenby:Walko,Narratedby:JulianHoreyseck,19 mins,29-01-20,german,Not rated yet,99.00
Der kleine Prinz feiert Weihnachten,Writtenby:MartinBalscheit,Narratedby:MartinBalscheit,1 hr and 9 mins,23-09-19,german,Not rated yet,300.00
Wenn es Weihnacht wird bei uns,"Writtenby:MauriKunnas,FraukeNahrgang,BettinaGotzen-Beek,","Narratedby:DirkBach,UrsulaIllert,RobertMissler,",1 hr and 12 mins,06-10-16,german,Not rated yet,233.00
Was ist los vor meiner Tür? 20 Geschichten der Besten zum 60. Geburtstag des deutschen Jugendliteraturpreises,"Writtenby:MartinBaltscheit,KirstenBoie,PeterHärtling,","Narratedby:JuttaRichter,MartinBaltscheit,CarlaSachse,",4 hrs and 37 mins,06-10-16,german,Not rated yet,468.00
Wir Kinder aus Bullerbü,Writtenby:AstridLindgren,Narratedby:LauraMaire,1 hr and 36 mins,29-02-16,german,Not rated yet,334.00
Wichtelweihnacht im Winterwald,Writtenby:UlfStark,Narratedby:FredMaire,1 hr and 11 mins,22-09-15,german,Not rated yet,233.00
Tomte Tummetott und andere Geschichten,Writtenby:AstridLindgren,"Narratedby:UrsulaIllert,WalterKreye,CarlaSachse",44 mins,29-08-12,german,Not rated yet,233.00
Herr Rot in Not,Writtenby:SalahNaoura,Narratedby:JensWawrczeck,1 hr and 7 mins,26-01-12,german,Not rated yet,233.00
Hilfe für den Weihnachtsmann,"Writtenby:FraukeNahrgang,EleniZabini,KatjaReider","Narratedby:RobertMissler,GabrieleBlum",28 mins,25-01-12,german,Not rated yet,132.00
Wir warten auf Weihnachten,Writtenby:div.,"Narratedby:PhilippSchepmann,Ernst-AugustSchepmann,WolfgangMüller",1 hr,29-09-10,german,Not rated yet,200.00
"Winkel, Wankel, Weihnachtswichte!",Writtenby:AndreaSchomburg,Narratedby:OliverKalkofe,1 hr and 34 mins,05-10-20,german,Not rated yet,233.00
Weihnachtszauber im Wichtelland,Writtenby:AnnetteMoser,Narratedby:TommiPiper,1 hr and 8 mins,05-10-16,german,Not rated yet,233.00
Lametta ist weg,Writtenby:GerlisZillgens,Narratedby:CharlyHübner,1 hr and 5 mins,12-10-15,german,Not rated yet,233.00
Schiefer die Ponys nie singen,Writtenby:EllieMattes,Narratedby:GabriellePietermann,2 hrs and 34 mins,24-08-20,german,Not rated yet,300.00
Ein Esel unterm Weihnachtsbaum,Writtenby:SuzaKolb,Narratedby:SuzaKolb,1 hr and 59 mins,18-09-20,german,Not rated yet,300.00
Anton und das Weihnachtsgeschenk und sechs weitere klingende Bilderbücher,"Writtenby:OleKönnecke,JeanLittle,LorenzPauli,",Narratedby:GregorHöpner,37 mins,20-10-17,german,Not rated yet,200.00
Schornsteinweihnachten,Writtenby:MårtenSandén,Narratedby:KatharinaThalbach,1 hr and 53 mins,26-09-17,german,Not rated yet,401.00
Weihnachten steht vor der Tür,Writtenby:MonikaFeth,Narratedby:BorisAljinovic,35 mins,22-09-17,german,Not rated yet,334.00
Unglaubliche Weihnachten,Writtenby:RenusBerbig,"Narratedby:DominikFreiberger,InaGercke,SabineFalkenberg",2 hrs and 4 mins,19-04-12,german,Not rated yet,401.00
"Hurra, es ist Ostern!",Writtenby:ClaudiaOndracek,"Narratedby:FriedhelmPtok,MatthiasHaase,FraukePoolman",38 mins,25-02-19,german,Not rated yet,166.00
Weihnachtliche Geschichten,Writtenby:KatjaRichert,Narratedby:MattiasHaase,1 hr and 11 mins,26-09-16,german,Not rated yet,334.00
Erzähl mir vom Osterhasen! Bunter Hörspaß für die Kleinsten,"Writtenby:ClaudiaOndracek,SusannNiessen,HenrietteWich,","Narratedby:FraukePoolmann,FriedhelmPtok,JuttaRichter",1 hr and 14 mins,20-02-17,german,Not rated yet,334.00
Wirklich wahre Weihnachtsgeschichten,Writtenby:MargretRettich,Narratedby:GabrieleBlum,2 hrs and 34 mins,25-09-17,german,Not rated yet,367.00
Ostern!,"Writtenby:HeinrichHannover,PeterHärtling,SandraGrimm,","Narratedby:JuttaRichter,FriedhelmPtok",41 mins,20-01-20,german,Not rated yet,132.00
Weihnachtsstern,Writtenby:Hans-PeterSchneider,Narratedby:Hans-PeterSchneider,4 hrs and 35 mins,29-10-19,german,Not rated yet,367.00
So schön ist nur die Weihnachtszeit,Writtenby:UlrikeKaup,Narratedby:AndreaKurmann,50 mins,17-12-15,german,Not rated yet,233.00
Mein wunderbarer Weihnachtselch,Writtenby:AchimBröger,Narratedby:TorbenLiebrecht,56 mins,22-07-15,german,Not rated yet,233.00
Der Muffin-Club feiert Weihnachten,Writtenby:KatjaAlves,Narratedby:LauraMaire,42 mins,01-10-14,german,Not rated yet,233.00
Eine Weihnachtsgeschichte,"Writtenby:WolfgangKnape,CharlesDickens",Narratedby:KatharinaThalbach,48 mins,01-10-14,german,Not rated yet,233.00
"Lancelot, die Weihnachtsmaus",Writtenby:EvaHierteis,Narratedby:RobertMissler,1 hr and 24 mins,22-07-15,german,Not rated yet,233.00
Weihnachtsgeschichten für 3 Minuten,Writtenby:FriederunReichenstetter,Narratedby:MichaelHabeck,51 mins,25-02-14,german,Not rated yet,233.00
Der wunderbare Weihnachtsstern,Writtenby:IrmaKrauss,Narratedby:PeterFröhlich,48 mins,22-07-15,german,Not rated yet,233.00
A Kidnapped Santa Claus,Writtenby:L.FrankBaum,Narratedby:KatieHaigh,23 mins,08-09-20,English,Not rated yet,112.00
The life and adventures of Santa Claus,Writtenby:L.FrankBaum,Narratedby:KatieHaigh,2 hrs and 25 mins,03-09-20,English,Not rated yet,263.00
Contes et chants de Noël pour les petits,Writtenby:P.Léandri,Narratedby:P.Léandri,20 mins,12-01-18,french,Not rated yet,149.00
Noël en Savoie,Writtenby:auteurinconnu,Narratedby:PierreChaix,1 hr and 13 mins,03-09-19,french,Not rated yet,452.00
L'année où le Père Noël a pris sa retraite,Writtenby:DenisMochet,Narratedby:DenisMochet,1 hr and 54 mins,07-07-16,french,Not rated yet,452.00
Frankie Sparks and the Lucky Charm,Writtenby:MeganFrazerBlakemore,Narratedby:SisiAishaJohnson,1 hr and 6 mins,18-02-20,English,Not rated yet,305.00
Charlie & Mouse Even Better,Writtenby:LaurelSnyder,Narratedby:ChristopherCarley,11 mins,11-07-19,English,Not rated yet,82.00
Santa's Puppy,Writtenby:CatherineHapka,Narratedby:AimeeLilly,4 hrs and 23 mins,15-10-19,English,Not rated yet,"1,172.00"
Unicorn Day,Writtenby:DianaMurray,Narratedby:StephanieWilling,8 mins,01-10-19,English,Not rated yet,234.00
The Halloween Tree,Writtenby:SusanMontanari,Narratedby:NickPodehl,9 mins,30-08-19,English,Not rated yet,234.00
Jack and the Manger,Writtenby:AndyJones,Narratedby:AndyJones,19 mins,15-11-19,English,Not rated yet,163.00
A Christmas Carol [Saland Version],Writtenby:CharlesDickens,Narratedby:FrankPettingell,50 mins,14-07-09,English,Not rated yet,266.00
A Christmas Carol: A Brand New Production (Dramatised),Writtenby:CharlesDickens,Narratedby:DonnaCoombe,1 hr and 6 mins,06-11-12,English,Not rated yet,227.00
"Happy Birthday, Trees!",Writtenby:KarenRostoker-Gruber,Narratedby:BookBuddyDigitalMedia,2 mins,01-10-20,English,Not rated yet,164.00
There Was a Young Rabbi,Writtenby:SuzanneWolfe,Narratedby:BookBuddyDigitalMedia,4 mins,01-09-20,English,Not rated yet,164.00
Our Favorite Day of the Year,Writtenby:A.E.Ali,Narratedby:AlmarieGuerra,8 mins,27-07-20,English,Not rated yet,63.00
Picking Presents,Writtenby:LissaRovetch,Narratedby:HighlightsforChildren,1 min,20-08-18,English,Not rated yet,46.00
The Three Little Worms Have a Birthday,Writtenby:DavidL.Roper,Narratedby:HighlightsforChildren,1 min,24-08-18,English,Not rated yet,46.00
The Soggy Turkey Contest,Writtenby:LissaRovetch,Narratedby:HighlightsforChildren,5 mins,17-08-18,English,Not rated yet,46.00
Christmas Is...,Writtenby:GailGibbons,Narratedby:QarieMarshall,8 mins,20-10-15,English,Not rated yet,234.00
"Haunted House, Haunted Mouse",Writtenby:JudyCox,Narratedby:KirbyHeyborne,16 mins,21-09-15,English,Not rated yet,773.00
Halloween Is...,Writtenby:GailGibbons,Narratedby:QarieMarshall,15 mins,10-09-15,English,Not rated yet,234.00
A Christmas Carol: Being a Ghost Story of Christmas,Writtenby:CharlesDickens,Narratedby:StephenGillikin,2 hrs and 46 mins,24-06-20,English,Not rated yet,211.00
The Land Christmas Forgot,Writtenby:DavidPurse,Narratedby:JackHawkins,4 hrs and 27 mins,15-09-20,English,Not rated yet,"1,172.00"
